"guid","spelling","published","abbr1","abbr2","abbr3","type","gloss","character","arity","relational phrase","Original Textbook Order","LogFlash Order/Frequency",,"frequency"
100374,"frumu",,,"fru",,"gismu","frown","蹙",1,"x1 frowns/grimaces (facial expression)","4d",5,5,5
100375,"fukpi",,"fuk",,"fu'i","gismu","copy","抄",4,"x1 is a copy/replica/duplicate/clone of x2 in form/medium x3 made by method x4 (event)","8b",7,1,1
100376,"fulta",,"ful","flu",,"gismu","float","漂",2,"x1 (passive) floats on/in fluid (gas/liquid) x2; x1 is buoyant","7f",7,2,2
100377,"funca",,"fun",,"fu'a","gismu","luck","运",2,"x1 (event/property) is determined by the luck/fortune of x2; (note mabla/zabna not implied)","4d",17,8,8
100378,"fusra",,"fur",,,"gismu","rotten","烂",2,"x1 rots/decays/ferments with decay/fermentation agent x2; x1 is rotten/decayed/fermented","a",1,1,1
100379,"fuzme",,"fuz",,"fu'e","gismu","responsible","负",3,"x1 is responsible/accountable for x2 (action/resulting state) to judge/authority x3","8c",55,15,15
100380,"gacri",,,,"gai","gismu","cover","盖",2,"x1 is a cover/[lid/top] for covering/concealing/sheltering x2","9f",83,6,6
100381,"gadri",,"gad",,,"gismu","article","冠",4,"x1 is an article/descriptor labelling description x2 (text) in language x3 with semantics x4","2a",11,3,3
100382,"galfi",,"gaf",,"ga'i","gismu","modify","改",3,"x1 (event) modifies/alters/changes/transforms/converts x2 into x3","2c",97,34,34
100383,"galtu",,"gal",,"ga'u","gismu","high","高",3,"x1 is high/up/upward in frame of reference x2 as compared with baseline/standard height x3","2d",123,13,13
100384,"galxe",,,,,"gismu","throat","喉",2,"x1 is a/the throat/gullet [body-part] of x2; [metaphor: narrow(ing) opening of a deep hole]","aa",6,6,6
100385,"ganlo",,,,"ga'o","gismu","closed","闭",3,"x1 (portal/passage/entrance-way) is closed/shut/not open, preventing passage/access to x2 by x3","1e",28,5,5
100386,"ganra",,"gan",,,"gismu","broad","宽",3,"x1 is broad/wide in dimension x2 [2nd most significant dimension] by standard x3","6f",76,7,7
100387,"ganse",,"gas",,"ga'e","gismu","sense","感",4,"x1 [observer] senses/detects/notices stimulus property x2 (ka) by means x3 under conditions x4","4d",70,10,10
100388,"ganti",,,,,"gismu","gonad","睾",3,"x1 is a/the testes/ovary/testicle/scrotum/balls/gonad/stamen/pistil [body-part] of x2, gender x3","aa",2,1,1
100389,"ganxo",,"gax",,,"gismu","anus","肛",2,"x1 is a/the anus/anal orifice/asshole/arsehole [body-part] of x2; [metaphor: exit, waste exit]","aa",4,"#N/A",0
100390,"ganzu",,"gaz",,,"gismu","organize","拾",4,"x1 organizes x2 [relative chaos] into x3 [ordered/organized result] by system/principle(s) x4","8c",16,1,1
100391,"gapci",,"gac",,,"gismu","gas","气",3,"x1 is gaseous/fumes/a gas/vapor of material/composition including x2, under conditions x3","6b",7,"#N/A",0
100392,"gapru",,"gap",,,"gismu","above","凌",3,"x1 is directly/vertically above/upwards-from x2 in gravity/frame of reference x3","2d",202,9,9
100393,"garna",,"gar",,,"gismu","rail","栏",3,"x1 is a rail/railing/bar [tool] supporting/restraining x2, of material x3","9b",0,2,2
100394,"gasnu",,,,"gau","gismu","do","做",2,"x1 [person/agent] is an agentive cause of event x2; x1 does/brings about x2","2e",142,63,63
100395,"gasta",,"gat",,,"gismu","steel","钢",2,"x1 is a quantity of/is made of/contains steel of composition including x2","6b",19,1,1
100396,"genja",,"gej",,,"gismu","root","根",2,"x1 is a root [body-part] of plant/species x2; [metaphor: immobile, supporting, nourishing]","aj",2,2,2
100397,"gento",,"get",,"ge'o","gismu","Argentinian","廷",2,"x1 reflects Argentinian culture/nationality in aspect x2","ab",4,8,8
100398,"genxu",,"gex",,,"gismu","hook","钩",2,"x1 is a hook/crook [shape/form] of material x2","ao",0,1,1
100399,"gerku",,"ger",,"ge'u","gismu","dog","狗",2,"x1 is a dog/canine/[bitch] of species/breed x2","ai",175,37,37
100400,"gerna",,"gen",,"ge'a","gismu","grammar","梧",3,"x1 is the grammar/rules/defining form of language x2 for structure/text x3","1h",91,24,24
100401,"gidva",,"gid",,"gi'a","gismu","guide","导",3,"x1 (person/object/event) guides/conducts/pilots/leads x2 (active participants) in/at x3 (event)","5d",17,4,4
100402,"gigdo",,"gig",,"gi'o","gismu","1E9","G",3,"x1 is a billion [British milliard] [1x10**9] of x2 in dimension/aspect x3 (default is units)","ae",0,"#N/A",0
100403,"ginka",,"gik",,,"gismu","camp","营",3,"x1 is a camp/encampment/temporary residence of x2 at location x3","ap",0,2,2
100404,"girzu",,"gir","gri",,"gismu","group","组",4,"x1 is group/cluster/team showing common property (ka) x2 due to set x3 linked by relations x4","7c",94,19,19
100405,"gismu",,"gim",,"gi'u","gismu","root word","柢",4,"x1 is a (Lojban) root word expressing relation x2 among argument roles x3, with affix(es) x4","1b",554,15,15
100406,"glare",,,"gla",,"gismu","hot","热",2,"x1 is hot/[warm] by standard x2","2g",0,15,15
100407,"gleki",,"gek",,"gei","gismu","happy","欢",2,"x1 is happy/gay/merry/glad/gleeful about x2 (event/state)","3c",170,51,51
100408,"gletu",,"let","gle",,"gismu","copulate","媾",2,"x1 copulates/fucks/mates/has coitus/sexual intercourse with x2","as",33,26,26
100409,"glico",,"gic","gli",,"gismu","English","英",2,"x1 is English/pertains to English-speaking culture in aspect x2","1b",35,29,29
100410,"gluta",,,"glu",,"gismu","glove","套",2,"x1 is a mitten/glove [hand and lower arm garment] of material x2","ao",0,12,12
100411,"gocti",,"goc",,,"gismu","1E-24","“〇”",3,"x1 is 1x10**-24 of x2 in dimension/aspect x3 (default is units)","ae",0,"#N/A",0
100412,"gotro",,"got",,,"gismu","1E24","Y",3,"x1 is 1x10**24 of x2 in dimension/aspect x3 (default is units)","ae",0,"#N/A",0
100413,"gradu",,,,"rau","gismu","unit","位",3,"x1 [magnitude] is a unit/degree of/on scale/reference standard x2 (si'o) measuring property x3","7e",0,2,2
100414,"grake",,,"gra",,"gismu","gram","克",3,"x1 is x2 gram(s) [metric unit] in mass (default is 1) by standard x3","af",1,"#N/A",0
100415,"grana",,,,"ga'a","gismu","rod","棒",2,"x1 is a rod/pole/staff/stick/cane [shape/form] of material x2","9b",37,6,6
100416,"grasu",,"ras",,,"gismu","grease","脂",2,"x1 is a quantity of/is made of/contains grease/fat/oil from source x2","6b",10,"#N/A",0
100417,"greku",,"rek",,,"gismu","frame","框",2,"x1 is a frame/structure/skeleton/outline supporting/load-bearing/determining the form of x2","a",0,"#N/A",0
100418,"grusi",,"rus",,,"gismu","gray","灰",1,"x1 is gray [color adjective]","1a",48,16,16
100419,"grute",,"rut",,,"gismu","fruit","果",2,"x1 is a fruit [body-part] of species x2","6c",19,4,4
100420,"gubni",,"gub",,,"gismu","public","公",2,"x1 is public/un-hidden/open/jointly available to/owned by all among community x2 (mass)","8c",7,4,4
100421,"gugde",,"gug",,"gu'e","gismu","country","国",3,"x1 is the country of peoples x2 with land/territory x3; (people/territory relationship)","ab",81,42,42
100422,"gundi",,"gud",,,"gismu","industry","业",3,"x1 is industry/industrial/systematic manufacturing activity producing x2 by process/means x3","8c",0,"#N/A",0
100423,"gunka",,"gun",,"gu'a","gismu","work","工",3,"x1 [person] labors/works on/at x2 [activity] with goal/objective x3","8c",174,191,191
100424,"gunma",,"gum",,,"gismu","jointly","体",2,"x1 is a mass/team/aggregate/whole, together composed of components x2, considered jointly","5a",25,6,6
100425,"gunro",,"gur",,"gu'o","gismu","roll","滚",3,"x1 rolls/trundles on/against surface x2 rotating on axis/axle x3; x1 is a roller","as",10,2,2
100426,"gunse",,,,,"gismu","goose","鹅",2,"x1 is a goose/[gander] of species/breed x2","ai",5,"#N/A",0
100427,"gunta",,"gut",,,"gismu","attack","攻",3,"x1 (person/mass) attacks/invades/commits aggression upon victim x2 with goal/objective x3","8g",21,8,8
100428,"gurni",,,"gru",,"gismu","grain","粮",2,"x1 is grain/[British: corn]/cereal from plant/species x2","aj",71,"#N/A",0
100429,"guska",,"guk",,,"gismu","scrape","刮",3,"x1 blade/scraper/erosive scrapes/erodes/abrades x2 from x3","as",1,"#N/A",0
100430,"gusni",,"gus",,"gu'i","gismu","illumine","光",3,"x1 [energy] is light/illumination illuminating x2 from light source x3","4d",151,30,30
100431,"gusta",,,,,"gismu","restaurant","馆",3,"x1 is a restaurant/cafe/diner serving type-of-food x2 to audience x3","5c",45,"#N/A",0
100432,"gutci",,"guc",,,"gismu","cubit","尺",4,"x1 is x2 (default 1) short local distance unit(s) [non-metric], standard x3, x4 subunits","al",0,2,2
100433,"gutra",,,,,"gismu","womb","宫",2,"x1 is a/the womb/uterus [body-part] of x2; [metaphor: nourishing, protective, giving birth]","aa",2,"#N/A",0
100434,"guzme",,"guz","zme",,"gismu","melon","瓜",2,"x1 is a melon/squash [fruit/plant] of species/strain x2","aj",0,2,2
100435,"jabre",,,,,"gismu","brake","刹",3,"x1 brakes/causes to slow motion/activity x2 with device/mechanism/principle x3","as",0,"#N/A",0
100436,"jadni",,"jad",,"ja'i","gismu","adorn","饰",2,"x1 (object) adorns/decorates x2; x1 is an adornment/decoration of x2; x2 is fancy/decorated","3f",64,3,3
100437,"jakne",,,,,"gismu","rocket","箭",3,"x1 is a rocket [vehicle] propelled by jet expelling x2 carrying payload x3","ao",1,1,1
100438,"jalge",,"jag",,"ja'e","gismu","result","结",2,"x1 (action/event/state) is a result/outcome/conclusion of antecedent x2 (event/state/process)","6a",56,11,11
100439,"jalna",,,,,"gismu","starch","粉",3,"x1 is a quantity of/contains/is made of starch from source x2 of composition including x3","ah",1,"#N/A",0
100440,"jalra",,,,,"gismu","cockroach","蟑",2,"x1 is a cockroach/[orthopteran/termite] of order/species/breed x2","ai",13,"#N/A",0
100441,"jamfu",,"jaf","jma",,"gismu","foot","脚",2,"x1 is a/the foot [body-part] of x2; [metaphor: lowest portion] (adjective:) x1 is pedal","1c",47,26,26
100442,"jamna",,"jam",,,"gismu","war","战",3,"x1 (person/mass) wars against x2 over territory/matter x3; x1 is at war with x2","8g",17,11,11
100443,"janbe",,"jab",,,"gismu","bell","铃",2,"x1 is a bell/chime/[tuning fork] [tuned percussion instrument] producing sound/note x2","ao",0,2,2
100444,"janco",,"jan",,,"gismu","shoulder","肩",3,"x1 is a/the shoulder/hip/joint [body-part] attaching limb/extremity x2 to body x3","aa",22,10,10
100445,"janli",,"jal",,,"gismu","collide","撞",2,"x1 collides with/crashes/bumps/runs into x2","4c",19,4,4
100446,"jansu",,"jas",,,"gismu","diplomat","佼",4,"x1 is a diplomat/consul representing polity x2 in/at negotiation x3 for function/purpose x4","a",0,"#N/A",0
100447,"janta",,"jat",,,"gismu","account","帐",4,"x1 is an account/bill/invoice for goods/services x2, billed to x3 by x4","5g",4,"#N/A",0
100448,"jarbu",,,,,"gismu","suburb","郊",2,"x1 is a suburban area of city/metropolis x2","a",9,"#N/A",0
100449,"jarco",,,,"ja'o","gismu","show","示",3,"x1 (agent) shows/exhibits/displays/[reveals]/demonstrates x2 (property) to audience x3","8c",85,28,28
100450,"jarki",,"jak",,,"gismu","narrow","窄",3,"x1 is narrow in dimension x2 [2nd most significant dimension] by standard x3","6f",37,1,1
100451,"jaspu",,"jap",,,"gismu","passport","牒",4,"x1 is a passport issued to x2 (person) by authority x3 allowing x4 (activity)","ao",2,"#N/A",0
100452,"jatna",,,,"ja'a","gismu","captain","将",2,"x1 is captain/commander/leader/in-charge/boss of vehicle/domain x2","a",1,13,13
100453,"javni",,,"jva",,"gismu","rule","矩 ",3,"x1 is a rule prescribing/mandating/requiring x2 (event/state) within system/community x3","7e",11,12,12
100454,"jbama",,"bam",,,"gismu","bomb","轰 ",2,"x1 is a bomb/explosive device with explosive material/principle x2","ao",0,5,5
100455,"jbari",,,"jba",,"gismu","berry","莓",2,"x1 is a berry (fruit/plant) of plant/species x2","5b",12,1,1
100456,"jbena",,,"jbe",,"gismu","born","诞",4,"x1 is born to x2 at time x3 [birthday] and place x4 [birthplace]; x1 is native to (fo) x4","4b",77,10,10
100457,"jbera",,"jer",,,"gismu","borrow","借",4,"x1 (agent) borrows/temporarily takes/assumes x2 (object) from source x3 for interval x4","3m",6,"#N/A",0
100458,"jbini",,"bin",,"bi'i","gismu","between","际",3,"x1 is between/among set of points/bounds/limits x2 (set)/amidst mass x2 in property x3 (ka)","2d",28,16,16
100459,"jdari",,"jar",,,"gismu","firm","坚 ",3,"x1 is firm/hard/resistant/unyielding to force x2 under conditions x3","6f",55,3,3
100460,"jdice",,,"jdi",,"gismu","decide","决",3,"x1 (person) decides/makes decision x2 (du'u) about matter x3 (event/state)","2f",83,15,15
100461,"jdika",,,,,"gismu","decrease","缩",3,"x1 (experiencer) decreases/contracts/is reduced/diminished in property/quantity x2 by amount x3","a",5,8,8
100462,"jdima",,,,"di'a","gismu","price","价",4,"x1 [amount] is the price of x2 to purchaser/consumer x3 set by vendor x4","8d",15,4,4
100463,"jdini",,"din",,"di'i","gismu","money","钱",2,"x1 is money/currency issued by x2; (adjective:) x1 is financial/monetary/pecuniary/fiscal","5e",44,14,14
100464,"jduli",,"dul","jdu",,"gismu","jelly","哩",2,"x1 is a quantity of jelly/semisolid [texture] of material/composition including x2","ah",1,"#N/A",0
100465,"jecta",,"jec",,"je'a","gismu","polity","政",2,"x1 is a polity/state governing territory/domain x2; [government/territory relationship]","ab",10,4,4
100466,"jeftu",,"jef",,,"gismu","week","周",3,"x1 is x2 weeks in duration (default is 1 week) by standard x3","3e",33,7,7
100467,"jegvo",,"jeg",,"je'o","gismu","Jehovist","耶",2,"x1 pertains to the common Judeo-Christian-Moslem culture/religion/nationality in aspect x2","ac",24,"#N/A",0
100468,"jelca",,"jel",,,"gismu","burn","烧",3,"x1 burns/[ignites/is flammable/inflammable] at temperature x2 in atmosphere x3","a",9,3,3
100469,"jemna",,,"jme",,"gismu","gem","宝",3,"x1 is a gem/polished stone/pearl of type x2 from gemstone/material/source x3","6c",30,41,41
100470,"jenca",,"jen",,,"gismu","shock","骇",2,"x1 (event) shocks/stuns x2","4c",20,3,3
100471,"jendu",,"jed",,,"gismu","axle","轴",3,"x1 is an axle/spindle [tool] on which x2 rotates, of material/properties x3","ao",1,1,1
100472,"jenmi",,"jem",,"jei","gismu","army","军",3,"x1 (mass) is an army serving group/community x2 (mass) in function x3 (activity)","a",13,1,1
100473,"jerna",,,,,"gismu","earn","赚",3,"x1 (agent/person) earns/[deserves/merits] wages/salary/pay x2 for work/service x3 (activity)","8c",8,4,4
100474,"jersi",,,,"je'i","gismu","chase","追",2,"x1 chases/pursues/(physically) follows after x2; volition is not implied for x1 or x2","as",24,31,31
100475,"jerxo",,"jex",,,"gismu","Algerian","及",2,"x1 reflects Algerian culture/nationality in aspect x2","ab",1,"#N/A",0
100476,"jesni",,"jes",,,"gismu","needle","针",2,"x1 is a needle [pointed shape/form, not tool] of material x2","ao",2,1,1
100477,"jetce",,,,"je'e","gismu","jet","喷",3,"x1 is a jet [expelled stream] of material x2 expelled from x3","a",3,"#N/A",0
100478,"jetnu",,"jet",,"je'u","gismu","true","真",2,"x1 (du'u) is true/truth by standard/epistemology/metaphysics x2","3j",59,16,16
100479,"jgalu",,,,"ja'u","gismu","claw","爪",2,"x1 is a/the claw/nail/talon [body-part] of x2; [metaphor: pointed, penetrating, physical weapon]","aa",2,1,1
100480,"jganu",,,"jga",,"gismu","angle","角",3,"x1 is an angle [2-dimensional shape/form] from vertex x2 subtended by lateral [segment] x3","7e",1,6,6
100481,"jgari",,,,"jai","gismu","grasp","握",4,"x1 grasps/holds/clutches/seizes/grips/[hugs] x2 with x3 (part of x1) at locus x4 (part of x2)","5g",60,20,20
100482,"jgena",,,"jge",,"gismu","knot","缠",2,"x1 is a knot/tangle in/between x2 (object/jo'u-objects)","a",0,7,7
100483,"jgina",,"gin",,,"gismu","gene","基",3,"x1 is a gene of creature [or locus on creature] x2 determining trait/process x3","a",1,"#N/A",0
100484,"jgira",,,"jgi",,"gismu","pride","豪",2,"x1 (person) feels/has pride in/about x2 (abstraction)","9d",4,4,4
100485,"jgita",,"git",,,"gismu","guitar","吉",2,"x1 is guitar/violin/fiddle/harp [stringed musical instrument] with actuator/plectrum/bow x2","ak",1,"#N/A",0
100486,"jibni",,,"jbi",,"gismu","near","近",3,"x1 is near/close to/approximates x2 in property/quantity x3 (ka/ni)","2d",95,40,40
100487,"jibri",,"jib",,,"gismu","job","职",2,"x1 is a job/occupation/employment/vocation (a type of work regularly done for pay) of person x2","2n",45,13,13
100488,"jicla",,,,,"gismu","stir","搅",2,"x1 (object, or event: force) stirs/mixes/[roils/agitates] fluid (gas/liquid) x2","as",8,1,1
100489,"jicmu",,,"cmu",,"gismu","basis","础",2,"x1 is a basis/foundation/underlying or fundamental principle of x2; x1 is at the bottom of x2","7j",56,8,8
100490,"jijnu",,"jij",,,"gismu","intuit","觉",3,"x1 (person) intuits x2 (du'u) about subject x3; [epistemology]","7j",1,"#N/A",0
100491,"jikca",,"jik",,,"gismu","socialize","酬",2,"x1 interacts/behaves socially with x2; x1 socializes with/is sociable towards x2","2n",170,4,4
100492,"jikru",,,,,"gismu","liquor","酒",2,"x1 is made of/contains/is a quantity of liquor/spirits distilled from x2","2j",3,1,1
100493,"jilka",,"jil",,,"gismu","alkali","碱",2,"x1 is a quantity of/contains/is made of alkali/base of composition including x2","6f",2,"#N/A",0
100494,"jilra",,,,,"gismu","jealous","嫉",3,"x1 (person) is jealous of/envies x2 (person) about/for x3 (property - ka)","9d",4,2,2
100495,"jimca",,"jic",,,"gismu","branch","枝",2,"x1 is a branch/bough/limb of x2; x2 forks into branches x1; [preferred over metaphorical birka]","6c",22,1,1
100496,"jimpe",,,"jmi",,"gismu","understand","懂",3,"x1 understands/comprehends fact/truth x2 (du'u) about subject x3; x1 understands (fi) x3","1h",148,141,141
100497,"jimte",,"jit",,,"gismu","limit","限",3,"x1 is a limit/extreme/bound/border/[confinement] of x2 in property/domain x3","7e",15,3,3
100498,"jinci",,,,,"gismu","shears","剪",2,"x1 is a pair of shears/scissors for cutting x2","6f",5,"#N/A",0
100499,"jinga",,"jig",,"ji'a","gismu","win","赢",4,"x1 (person/team) wins/gains prize x2 from/over x3 [competitors/losers] in competition x4","8g",71,30,30
100500,"jinku",,,,,"gismu","vaccine","疫",4,"x1 is a vaccine/immune-system stimulant protecting x2 against disease x3 introduced by method x4","a",0,"#N/A",0
100501,"jinme",,"jim",,,"gismu","metal","金",2,"x1 is a quantity of/contains/is made of made of metal of composition including x2","ah",6,"#N/A",0
100502,"jinru",,"jir",,,"gismu","immerse","浸",2,"x1 (object/person) is immersed/submerged/bathes in liquid x2","6c",11,6,6
100503,"jinsa",,"jis",,,"gismu","clean","净",3,"x1 (object) is clean/pure of material/contaminant/dirt x2 by standard x3","5g",14,6,6
100504,"jinto",,,,,"gismu","well","井",3,"x1 is a well/spring of fluid x2 at location x3","a",12,22,22
100505,"jinvi",,"jiv",,"ji'i","gismu","opine","认",4,"x1 thinks/opines x2 [opinion] (du'u) is true about subject/issue x3 on grounds x4","3l",161,62,62
100506,"jinzi",,"jiz",,,"gismu","innate","赋",2,"x1 (property - ka) is an innate/inherent/intrinsic/natural property/quality/aspect of x2","7j",10,"#N/A",0
100507,"jipci",,,,,"gismu","chicken","鸡",2,"x1 is a chicken/[hen/cock/rooster]/small fowl [a type of bird] of species/breed x2","5b",18,1,1
